Entidad federativa,Grupos quinquenales de edad,Estimador,Población total,Hombres,Mujeres
10 Durango,10-14 años,DEFF,1.61,1.73,1.72
10 Durango,15-19 años,Valor,"167,481","84,746","82,735"
10 Durango,15-19 años,Error estándar,"3,357","1,929","1,752"
10 Durango,15-19 años,Límite inferior de confianza,"161,959","81,572","79,853"
10 Durango,15-19 años,Límite superior de confianza,"173,003","87,920","85,617"
10 Durango,15-19 años,Coeficiente de variación,2,2.28,2.12
10 Durango,15-19 años,DEFF,1.68,1.9,1.65
10 Durango,20-24 años,Valor,"157,402","77,268","80,134"
10 Durango,20-24 años,Error estándar,"3,542","1,943","1,957"
10 Durango,20-24 años,Límite inferior de confianza,"151,575","74,072","76,914"
10 Durango,20-24 años,Límite superior de confianza,"163,229","80,464","83,354"
10 Durango,20-24 años,Coeficiente de variación,2.25,2.51,2.44
10 Durango,20-24 años,DEFF,1.99,2.21,2.04
10 Durango,25-29 años,Valor,"130,670","63,100","67,570"
10 Durango,25-29 años,Error estándar,"2,962","1,533","1,677"
10 Durango,25-29 años,Límite inferior de confianza,"125,796","60,578","64,811"
10 Durango,25-29 años,Límite superior de confianza,"135,544","65,622","70,329"
10 Durango,25-29 años,Coeficiente de variación,2.27,2.43,2.48
10 Durango,25-29 años,DEFF,1.97,1.99,2.12
10 Durango,30-34 años,Valor,"121,030","58,116","62,914"
10 Durango,30-34 años,Error estándar,"3,004","1,556","1,680"
10 Durango,30-34 años,Límite inferior de confianza,"116,089","55,557","60,150"
10 Durango,30-34 años,Límite superior de confianza,"125,971","60,675","65,678"
10 Durango,30-34 años,Coeficiente de variación,2.48,2.68,2.67
10 Durango,30-34 años,DEFF,2.3,2.35,2.36
10 Durango,35-39 años,Valor,"119,435","56,513","62,922"
10 Durango,35-39 años,Error estándar,"2,623","1,384","1,487"
10 Durango,35-39 años,Límite inferior de confianza,"115,120","54,236","60,476"
10 Durango,35-39 años,Límite superior de confianza,"123,750","58,790","65,368"
10 Durango,35-39 años,Coeficiente de variación,2.2,2.45,2.36
10 Durango,35-39 años,DEFF,1.93,2.09,1.98
10 Durango,40-44 años,Valor,"114,771","55,616","59,155"
10 Durango,40-44 años,Error estándar,"2,674","1,418","1,496"
10 Durango,40-44 años,Límite inferior de confianza,"110,371","53,283","56,693"
10 Durango,40-44 años,Límite superior de confianza,"119,171","57,949","61,617"
10 Durango,40-44 años,Coeficiente de variación,2.33,2.55,2.53
10 Durango,40-44 años,DEFF,2.1,2.15,2.21
10 Durango,45-49 años,Valor,"94,800","45,134","49,666"
10 Durango,45-49 años,Error estándar,"2,309","1,228","1,366"
10 Durango,45-49 años,Límite inferior de confianza,"91,002","43,114","47,420"
10 Durango,45-49 años,Límite superior de confianza,"98,598","47,154","51,912"
10 Durango,45-49 años,Coeficiente de variación,2.44,2.72,2.75
10 Durango,45-49 años,DEFF,2.19,2.43,2.31
10 Durango,50-54 años,Valor,"87,377","41,283","46,094"
10 Durango,50-54 años,Error estándar,"2,286","1,194","1,286"
10 Durango,50-54 años,Límite inferior de confianza,"83,616","39,319","43,978"
10 Durango,50-54 años,Límite superior de confianza,"91,138","43,247","48,210"
10 Durango,50-54 años,Coeficiente de variación,2.62,2.89,2.79
10 Durango,50-54 años,DEFF,2.44,2.58,2.4
10 Durango,55-59 años,Valor,"66,706","31,664","35,042"
10 Durango,55-59 años,Error estándar,"1,663",867,"1,026"
10 Durango,55-59 años,Límite inferior de confianza,"63,970","30,237","33,354"
10 Durango,55-59 años,Límite superior de confianza,"69,442","33,091","36,730"
10 Durango,55-59 años,Coeficiente de variación,2.49,2.74,2.93
10 Durango,55-59 años,DEFF,2.08,2.12,2.34
10 Durango,60-64 años,Valor,"53,383","25,161","28,222"
10 Durango,60-64 años,Error estándar,"1,546",824,950
10 Durango,60-64 años,Límite inferior de confianza,"50,840","23,806","26,659"
10 Durango,60-64 años,Límite superior de confianza,"55,926","26,516","29,785"
10 Durango,60-64 años,Coeficiente de variación,2.9,3.27,3.37
10 Durango,60-64 años,DEFF,2.67,2.72,2.89
10 Durango,65-69 años,Valor,"42,191","20,385","21,806"
10 Durango,65-69 años,Error estándar,"1,143",644,735
10 Durango,65-69 años,Límite inferior de confianza,"40,310","19,326","20,597"
10 Durango,65-69 años,Límite superior de confianza,"44,072","21,444","23,015"
10 Durango,65-69 años,Coeficiente de variación,2.71,3.16,3.37
10 Durango,65-69 años,DEFF,2.19,2.29,2.6
10 Durango,70-74 años,Valor,"33,099","15,891","17,208"
10 Durango,70-74 años,Error estándar,990,521,643
10 Durango,70-74 años,Límite inferior de confianza,"31,470","15,033","16,150"
10 Durango,70-74 años,Límite superior de confianza,"34,728","16,749","18,266"
10 Durango,70-74 años,Coeficiente de variación,2.99,3.28,3.74
10 Durango,70-74 años,DEFF,2.35,2.14,2.77
10 Durango,75 años y más,Valor,"49,167","23,324","25,843"
10 Durango,75 años y más,Error estándar,"1,497",774,864
10 Durango,75 años y más,Límite inferior de confianza,"46,703","22,050","24,421"
10 Durango,75 años y más,Límite superior de confianza,"51,631","24,598","27,265"
10 Durango,75 años y más,Coeficiente de variación,3.05,3.32,3.34
10 Durango,75 años y más,DEFF,2.5,2.4,2.54
10 Durango,No especificado,Valor,"1,052",545,507
10 Durango,No especificado,Error estándar,132,94,88
10 Durango,No especificado,Límite inferior de confianza,835,390,362
10 Durango,No especificado,Límite superior de confianza,"1,269",700,652
10 Durango,No especificado,Coeficiente de variación,12.53,17.24,17.33
10 Durango,No especificado,DEFF,2.67,2.86,2.73
11 Guanajuato,Total,Valor,"5,853,677","2,826,369","3,027,308"
11 Guanajuato,Total,Error estándar,"88,491","43,040","45,918"
11 Guanajuato,Total,Límite inferior de confianza,"5,708,104","2,755,566","2,951,771"
11 Guanajuato,Total,Límite superior de confianza,"5,999,250","2,897,172","3,102,845"
11 Guanajuato,Total,Coeficiente de variación,1.51,1.52,1.52
11 Guanajuato,Total,DEFF,3.61,1.84,1.84
11 Guanajuato,00-04 años,Valor,"548,371","278,494","269,877"
11 Guanajuato,00-04 años,Error estándar,"9,573","5,099","4,979"
11 Guanajuato,00-04 años,Límite inferior de confianza,"532,624","270,106","261,686"
11 Guanajuato,00-04 años,Límite superior de confianza,"564,118","286,882","278,068"
11 Guanajuato,00-04 años,Coeficiente de variación,1.75,1.83,1.85
11 Guanajuato,00-04 años,DEFF,1.48,1.49,1.5
11 Guanajuato,05-09 años,Valor,"558,183","282,853","275,330"
11 Guanajuato,05-09 años,Error estándar,"9,859","4,919","5,491"
11 Guanajuato,05-09 años,Límite inferior de confianza,"541,965","274,761","266,297"
11 Guanajuato,05-09 años,Límite superior de confianza,"574,401","290,945","284,363"
11 Guanajuato,05-09 años,Coeficiente de variación,1.77,1.74,1.99
11 Guanajuato,05-09 años,DEFF,1.54,1.39,1.74
11 Guanajuato,10-14 años,Valor,"584,593","295,526","289,067"
11 Guanajuato,10-14 años,Error estándar,"10,136","5,681","5,046"
11 Guanajuato,10-14 años,Límite inferior de confianza,"567,918","286,181","280,766"
11 Guanajuato,10-14 años,Límite superior de confianza,"601,268","304,871","297,368"
11 Guanajuato,10-14 años,Coeficiente de variación,1.73,1.92,1.75
11 Guanajuato,10-14 años,DEFF,1.51,1.67,1.41
11 Guanajuato,15-19 años,Valor,"563,828","284,075","279,753"
11 Guanajuato,15-19 años,Error estándar,"9,129","4,829","4,846"
11 Guanajuato,15-19 años,Límite inferior de confianza,"548,810","276,131","271,781"
11 Guanajuato,15-19 años,Límite superior de confianza,"578,846","292,019","287,725"
11 Guanajuato,15-19 años,Coeficiente de variación,1.62,1.7,1.73
11 Guanajuato,15-19 años,DEFF,1.33,1.32,1.41
11 Guanajuato,20-24 años,Valor,"546,892","263,492","283,400"
11 Guanajuato,20-24 años,Error estándar,"9,518","4,939","5,093"
11 Guanajuato,20-24 años,Límite inferior de confianza,"531,234","255,368","275,022"
11 Guanajuato,20-24 años,Límite superior de confianza,"562,550","271,616","291,778"
11 Guanajuato,20-24 años,Coeficiente de variación,1.74,1.87,1.8
11 Guanajuato,20-24 años,DEFF,1.45,1.51,1.47
11 Guanajuato,25-29 años,Valor,"459,588","215,059","244,529"
11 Guanajuato,25-29 años,Error estándar,"8,052","4,029","4,419"
11 Guanajuato,25-29 años,Límite inferior de confianza,"446,341","208,432","237,259"
11 Guanajuato,25-29 años,Límite superior de confianza,"472,835","221,686","251,799"
11 Guanajuato,25-29 años,Coeficiente de variación,1.75,1.87,1.81
11 Guanajuato,25-29 años,DEFF,1.45,1.49,1.46
11 Guanajuato,30-34 años,Valor,"431,789","201,404","230,385"
11 Guanajuato,30-34 años,Error estándar,"8,316","3,994","4,696"
11 Guanajuato,30-34 años,Límite inferior de confianza,"418,109","194,833","222,660"
11 Guanajuato,30-34 años,Límite superior de confianza,"445,469","207,975","238,110"
11 Guanajuato,30-34 años,Coeficiente de variación,1.93,1.98,2.04
11 Guanajuato,30-34 años,DEFF,1.72,1.66,1.8
11 Guanajuato,35-39 años,Valor,"417,283","194,920","222,363"
11 Guanajuato,35-39 años,Error estándar,"8,326","4,313","4,347"
11 Guanajuato,35-39 años,Límite inferior de confianza,"403,586","187,824","215,212"
11 Guanajuato,35-39 años,Límite superior de confianza,"430,980","202,016","229,514"
11 Guanajuato,35-39 años,Coeficiente de variación,2,2.21,1.95
11 Guanajuato,35-39 años,DEFF,1.84,2.01,1.68
11 Guanajuato,40-44 años,Valor,"384,400","182,817","201,583"
11 Guanajuato,40-44 años,Error estándar,"7,762","4,003","4,071"
11 Guanajuato,40-44 años,Límite inferior de confianza,"371,631","176,231","194,885"
11 Guanajuato,40-44 años,Límite superior de confianza,"397,169","189,403","208,281"
11 Guanajuato,40-44 años,Coeficiente de variación,2.02,2.19,2.02
11 Guanajuato,40-44 años,DEFF,1.82,1.94,1.71
11 Guanajuato,45-49 años,Valor,"310,565","143,285","167,280"
11 Guanajuato,45-49 años,Error estándar,"5,892","2,896","3,317"
11 Guanajuato,45-49 años,Límite inferior de confianza,"300,873","138,521","161,823"
11 Guanajuato,45-49 años,Límite superior de confianza,"320,257","148,049","172,737"
11 Guanajuato,45-49 años,Coeficiente de variación,1.9,2.02,1.98
11 Guanajuato,45-49 años,DEFF,1.65,1.69,1.65
11 Guanajuato,50-54 años,Valor,"270,839","125,380","145,459"
11 Guanajuato,50-54 años,Error estándar,"4,833","2,466","2,741"
11 Guanajuato,50-54 años,Límite inferior de confianza,"262,888","121,323","140,951"
11 Guanajuato,50-54 años,Límite superior de confianza,"278,790","129,437","149,967"
11 Guanajuato,50-54 años,Coeficiente de variación,1.78,1.97,1.88
11 Guanajuato,50-54 años,DEFF,1.41,1.51,1.44
11 Guanajuato,55-59 años,Valor,"215,865","99,009","116,856"
11 Guanajuato,55-59 años,Error estándar,"4,222","2,134","2,407"
11 Guanajuato,55-59 años,Límite inferior de confianza,"208,920","95,498","112,896"
11 Guanajuato,55-59 años,Límite superior de confianza,"222,810","102,520","120,816"
11 Guanajuato,55-59 años,Coeficiente de variación,1.96,2.16,2.06
11 Guanajuato,55-59 años,DEFF,1.53,1.61,1.54
11 Guanajuato,60-64 años,Valor,"171,484","80,599","90,885"
11 Guanajuato,60-64 años,Error estándar,"3,211","1,687","1,881"
11 Guanajuato,60-64 años,Límite inferior de confianza,"166,202","77,823","87,791"
11 Guanajuato,60-64 años,Límite superior de confianza,"176,766","83,375","93,979"
11 Guanajuato,60-64 años,Coeficiente de variación,1.87,2.09,2.07
11 Guanajuato,60-64 años,DEFF,1.34,1.46,1.41
11 Guanajuato,65-69 años,Valor,"131,412","62,019","69,393"
11 Guanajuato,65-69 años,Error estándar,"2,518","1,363","1,491"
11 Guanajuato,65-69 años,Límite inferior de confianza,"127,270","59,777","66,940"
11 Guanajuato,65-69 años,Límite superior de confianza,"135,554","64,261","71,846"
11 Guanajuato,65-69 años,Coeficiente de variación,1.92,2.2,2.15
11 Guanajuato,65-69 años,DEFF,1.25,1.41,1.32
11 Guanajuato,70-74 años,Valor,"97,522","44,640","52,882"
11 Guanajuato,70-74 años,Error estándar,"2,082","1,081","1,322"
11 Guanajuato,70-74 años,Límite inferior de confianza,"94,096","42,861","50,708"
11 Guanajuato,70-74 años,Límite superior de confianza,"100,948","46,419","55,056"
11 Guanajuato,70-74 años,Coeficiente de variación,2.14,2.42,2.5
11 Guanajuato,70-74 años,DEFF,1.38,1.44,1.59
11 Guanajuato,75 años y más,Valor,"158,058","71,261","86,797"
11 Guanajuato,75 años y más,Error estándar,"3,136","1,538","1,898"
11 Guanajuato,75 años y más,Límite inferior de confianza,"152,899","68,731","83,674"
11 Guanajuato,75 años y más,Límite superior de confianza,"163,217","73,791","89,920"
11 Guanajuato,75 años y más,Coeficiente de variación,1.98,2.16,2.19
11 Guanajuato,75 años y más,DEFF,1.17,1.22,1.26
11 Guanajuato,No especificado,Valor,"3,005","1,536","1,469"
11 Guanajuato,No especificado,Error estándar,245,170,138
11 Guanajuato,No especificado,Límite inferior de confianza,"2,602","1,256","1,241"
11 Guanajuato,No especificado,Límite superior de confianza,"3,408","1,816","1,697"
11 Guanajuato,No especificado,Coeficiente de variación,8.16,11.09,9.42
11 Guanajuato,No especificado,DEFF,1.65,2.1,1.33
12 Guerrero,Total,Valor,"3,533,251","1,699,059","1,834,192"
12 Guerrero,Total,Error estándar,"41,347","19,894","21,816"
12 Guerrero,Total,Límite inferior de confianza,"3,465,236","1,666,334","1,798,306"
12 Guerrero,Total,Límite superior de confianza,"3,601,266","1,731,784","1,870,078"
12 Guerrero,Total,Coeficiente de variación,1.17,1.17,1.19
12 Guerrero,Total,DEFF,2.51,1.48,1.55
12 Guerrero,00-04 años,Valor,"356,150","180,447","175,703"
12 Guerrero,00-04 años,Error estándar,"4,569","2,411","2,513"
12 Guerrero,00-04 años,Límite inferior de confianza,"348,635","176,481","171,569"
12 Guerrero,00-04 años,Límite superior de confianza,"363,665","184,413","179,837"
12 Guerrero,00-04 años,Coeficiente de variación,1.28,1.34,1.43
12 Guerrero,00-04 años,DEFF,1.01,1.04,1.17
12 Guerrero,05-09 años,Valor,"363,235","184,761","178,474"
12 Guerrero,05-09 años,Error estándar,"4,601","2,526","2,495"
12 Guerrero,05-09 años,Límite inferior de confianza,"355,666","180,606","174,370"
12 Guerrero,05-09 años,Límite superior de confianza,"370,804","188,916","182,578"
12 Guerrero,05-09 años,Coeficiente de variación,1.27,1.37,1.4
12 Guerrero,05-09 años,DEFF,1.02,1.14,1.14
12 Guerrero,10-14 años,Valor,"371,834","188,059","183,775"
12 Guerrero,10-14 años,Error estándar,"4,617","2,602","2,483"
12 Guerrero,10-14 años,Límite inferior de confianza,"364,239","183,779","179,691"
12 Guerrero,10-14 años,Límite superior de confianza,"379,429","192,339","187,859"
12 Guerrero,10-14 años,Coeficiente de variación,1.24,1.38,1.35
12 Guerrero,10-14 años,DEFF,0.95,1.12,1.05
12 Guerrero,15-19 años,Valor,"358,436","177,435","181,001"
12 Guerrero,15-19 años,Error estándar,"4,683","2,471","2,626"
12 Guerrero,15-19 años,Límite inferior de confianza,"350,733","173,371","176,681"
12 Guerrero,15-19 años,Límite superior de confianza,"366,139","181,499","185,321"
12 Guerrero,15-19 años,Coeficiente de variación,1.31,1.39,1.45
12 Guerrero,15-19 años,DEFF,1.17,1.22,1.36
12 Guerrero,20-24 años,Valor,"311,433","148,233","163,200"
12 Guerrero,20-24 años,Error estándar,"4,211","2,179","2,379"
12 Guerrero,20-24 años,Límite inferior de confianza,"304,507","144,649","159,287"
12 Guerrero,20-24 años,Límite superior de confianza,"318,359","151,817","167,113"
12 Guerrero,20-24 años,Coeficiente de variación,1.35,1.47,1.46
12 Guerrero,20-24 años,DEFF,1.33,1.44,1.45
12 Guerrero,25-29 años,Valor,"250,403","116,132","134,271"
12 Guerrero,25-29 años,Error estándar,"3,472","1,807","2,002"
12 Guerrero,25-29 años,Límite inferior de confianza,"244,691","113,159","130,978"
12 Guerrero,25-29 años,Límite superior de confianza,"256,115","119,105","137,564"
12 Guerrero,25-29 años,Coeficiente de variación,1.39,1.56,1.49
12 Guerrero,25-29 años,DEFF,1.41,1.56,1.56
12 Guerrero,30-34 años,Valor,"235,272","108,823","126,449"
12 Guerrero,30-34 años,Error estándar,"3,473","1,803","1,998"
12 Guerrero,30-34 años,Límite inferior de confianza,"229,560","105,857","123,162"
12 Guerrero,30-34 años,Límite superior de confianza,"240,984","111,789","129,736"
12 Guerrero,30-34 años,Coeficiente de variación,1.48,1.66,1.58
12 Guerrero,30-34 años,DEFF,1.65,1.83,1.78
12 Guerrero,35-39 años,Valor,"225,168","104,804","120,364"
12 Guerrero,35-39 años,Error estándar,"3,642","1,881","2,102"
12 Guerrero,35-39 años,Límite inferior de confianza,"219,178","101,709","116,906"
12 Guerrero,35-39 años,Límite superior de confianza,"231,158","107,899","123,822"
12 Guerrero,35-39 años,Coeficiente de variación,1.62,1.79,1.75
12 Guerrero,35-39 años,DEFF,2.02,2.24,2.17
12 Guerrero,40-44 años,Valor,"201,606","93,606","108,000"
12 Guerrero,40-44 años,Error estándar,"3,095","1,620","1,813"
12 Guerrero,40-44 años,Límite inferior de confianza,"196,514","90,941","105,018"
12 Guerrero,40-44 años,Límite superior de confianza,"206,698","96,271","110,982"
12 Guerrero,40-44 años,Coeficiente de variación,1.54,1.73,1.68
12 Guerrero,40-44 años,DEFF,1.82,2.03,2
12 Guerrero,45-49 años,Valor,"173,292","79,724","93,568"
12 Guerrero,45-49 años,Error estándar,"2,733","1,473","1,579"
12 Guerrero,45-49 años,Límite inferior de confianza,"168,796","77,300","90,971"
12 Guerrero,45-49 años,Límite superior de confianza,"177,788","82,148","96,165"
12 Guerrero,45-49 años,Coeficiente de variación,1.58,1.85,1.69
12 Guerrero,45-49 años,DEFF,1.94,2.33,2
12 Guerrero,50-54 años,Valor,"163,683","74,386","89,297"
12 Guerrero,50-54 años,Error estándar,"2,567","1,326","1,586"
12 Guerrero,50-54 años,Límite inferior de confianza,"159,461","72,204","86,687"
12 Guerrero,50-54 años,Límite superior de confianza,"167,905","76,568","91,907"
12 Guerrero,50-54 años,Coeficiente de variación,1.57,1.78,1.78
12 Guerrero,50-54 años,DEFF,1.89,2.1,2.18
12 Guerrero,55-59 años,Valor,"133,625","62,859","70,766"
12 Guerrero,55-59 años,Error estándar,"2,290","1,213","1,370"
12 Guerrero,55-59 años,Límite inferior de confianza,"129,859","60,864","68,512"
12 Guerrero,55-59 años,Límite superior de confianza,"137,391","64,854","73,020"
